id,room_name,user_name,message,reply_message,reply_author,timestamp,liked_by
1168,2,33,hi,,,2025-07-03T11:37:05.326746+00:00,[]
1169,2,Ted,hi,,,2025-07-03T11:37:15.292386+00:00,"[""33""]"
1170,2,33,hi你有什麼進展嗎,,,2025-07-03T11:48:33.860185+00:00,[]
1171,2,Ted,目前有點沒頭緒,,,2025-07-03T11:48:41.698481+00:00,[]
1172,2,Ted,只知道不是他殺,,,2025-07-03T11:48:46.915927+00:00,[]
1173,2,33,我也是,,,2025-07-03T11:48:58.858567+00:00,[]
1174,2,Ted,目前知道,,,2025-07-03T11:51:33.509737+00:00,[]
1175,2,Ted,錢包裡面有特別的東西,,,2025-07-03T11:51:40.063899+00:00,[]
1177,2,Ted,而且他的死不是意外,,,2025-07-03T11:51:59.892234+00:00,[]
1176,2,Ted,錢包的主人很關鍵,,,2025-07-03T11:51:51.407806+00:00,"[""33""]"
1178,2,Ted,錢包的內容物是什麼,,,2025-07-03T12:02:52.609251+00:00,[]
1179,2,Ted,感覺很重要?,,,2025-07-03T12:02:57.845104+00:00,[]
1180,2,Ted,他的死和內容物有關,,,2025-07-03T12:03:04.641906+00:00,[]
1181,2,33,對呀 可是我問不到怎麼死的..,,,2025-07-03T12:03:32.411869+00:00,[]
1182,2,Ted,他說跟健康有關,,,2025-07-03T12:03:42.291285+00:00,[]
1183,2,Ted,但也不是中毒死掉,,,2025-07-03T12:03:47.350779+00:00,[]
1184,2,Ted,也沒特殊疾病,,,2025-07-03T12:03:51.204924+00:00,[]
1185,2,Ted,lol,,,2025-07-03T12:03:52.642966+00:00,[]
1186,2,Ted,但又有流血,,,2025-07-03T12:04:17.990897+00:00,[]
1187,2,33,!,,,2025-07-03T12:04:28.312147+00:00,[]
1188,2,Ted,GG,,,2025-07-03T12:05:58.449995+00:00,[]
1189,2,33,內出血,,,2025-07-03T12:06:18.488117+00:00,[]
1190,2,Ted,真ㄉ欸,,,2025-07-03T12:06:52.110611+00:00,[]
1191,2,33,QQ,,,2025-07-03T12:08:28.664361+00:00,[]
