id,room_name,user_name,message,ai_message,ai_user_summary,send_in_mode_c,timestamp
506,5,HAO,老闆的生日嗎?,與此無關,,,2025-07-12T06:21:33.244561+00:00
507,5,HAO,老闆剛開業嗎?,與此無關,,,2025-07-12T06:21:49.867803+00:00
508,5,HAO,老闆的家人生日?,與此無關,,,2025-07-12T06:22:05.119152+00:00
509,5,HAO,老闆剛結婚?,與此無關,,,2025-07-12T06:22:18.453107+00:00
510,5,Gary,這是綜藝節目的劇情嗎,否,,,2025-07-12T06:22:34.739005+00:00
511,5,Gary,旁邊是否有隱藏相機,與此無關,,,2025-07-12T06:23:09.240680+00:00
512,5,HAO,關於老闆的私事嗎?,您所說的『私事』，是指哪一方面的私事？,,,2025-07-12T06:23:20.188284+00:00
513,5,HAO,結婚生子、中頭彩?,與此無關,,,2025-07-12T06:23:46.457761+00:00
514,5,Gary,男子是以開玩笑的口吻遞出支票嗎,您所說的『開玩笑的口吻』，是指語氣上的幽默，還是行為本身不認真？,,,2025-07-12T06:23:50.352235+00:00
515,5,Gary,後者,否,,,2025-07-12T06:24:05.387242+00:00
516,5,HAO,老闆跟該男子認識嗎?,否,,,2025-07-12T06:24:28.526370+00:00
517,5,Gary,男子的身分是美食家嗎,否,,,2025-07-12T06:24:30.638534+00:00
518,5,Gary,男子有精神異常嗎,否,,,2025-07-12T06:24:41.087417+00:00
519,5,HAO,跟男子是有錢人有錢人有關嗎?,您所說的『有錢人』，是指哪一方面的有錢？,,,2025-07-12T06:24:58.061804+00:00
520,5,HAO,財富,否,,,2025-07-12T06:25:06.248909+00:00
521,5,Gary,他這樣寫在背面是不是會讓支票舞法兌現,您所說的『無法兌現』，是指技術上銀行不接受，還是實際上老闆選擇不去兌現？,,,2025-07-12T06:25:35.129125+00:00
522,5,Gary,前者,否,,,2025-07-12T06:25:44.370683+00:00
523,5,HAO,恭喜老闆是正面的恭喜嗎?,是,,,2025-07-12T06:25:49.260225+00:00
524,5,HAO,是在恭喜老闆解決什麼問題嗎?,否,,,2025-07-12T06:26:12.917613+00:00
525,5,Gary,男子是在晚餐時端用餐嗎,否,,,2025-07-12T06:26:14.047906+00:00
526,5,Gary,是在午餐時段嗎,是,,,2025-07-12T06:26:29.625728+00:00
527,5,HAO,是在慶祝嗎?,否,,,2025-07-12T06:26:35.184186+00:00
528,5,Gary,當天是否為節慶假日,與此無關,,,2025-07-12T06:27:11.150766+00:00
529,5,HAO,跟服務生有關嗎?,否,,,2025-07-12T06:27:15.021231+00:00
